Fund,Month,Net Return
Ardent Investments,2022-04-01,-0.61%
Ardent Investments,2022-05-01,-1.02%
Ardent Investments,2022-06-01,2.28%
Ardent Investments,2022-07-01,0.07%
Ardent Investments,2022-08-01,-1%
Ardent Investments,2022-09-01,-1.06%
Ardent Investments,2022-10-01,-0.84%
Ardent Investments,2022-11-01,0.83%
Ardent Investments,2022-12-01,2.73%
Ardent Investments,2023-01-01,-0.62%
Ardent Investments,2023-02-01,2.34%
Ardent Investments,2023-03-01,4.11%
Ardent Investments,2023-04-01,0.52%
Ardent Investments,2023-05-01,0.11%
Ardent Investments,2023-06-01,0.08%
Ardent Investments,2023-07-01,-2.11%
Ardent Investments,2023-08-01,1.23%
Ardent Investments,2023-09-01,0.07%
Ardent Investments,2023-10-01,0.48%
Ardent Investments,2023-11-01,4.12%
Ardent Investments,2023-12-01,1.93%
Ardent Investments,2024-01-01,2.55%
Ardent Investments,2024-02-01,-2.22%
Ardent Investments,2024-03-01,3.03%
Ardent Investments,2024-04-01,1.04%
Ardent Investments,2024-05-01,-0.84%
Ardent Investments,2024-06-01,-1.29%
Ardent Investments,2024-07-01,-2.27%
Ardent Investments,2024-08-01,1.46%
Ardent Investments,2024-09-01,2.8%
Ardent Investments,2024-10-01,-0.38%
Ardent Investments,2024-11-01,2.69%
Ardent Investments,2024-12-01,1.34%
Northgate Associates,2024-07-01,0.04%
Northgate Associates,2024-08-01,1.05%
Northgate Associates,2024-09-01,-2.21%
Northgate Associates,2024-10-01,0.33%
Northgate Associates,2024-11-01,4.68%
Northgate Associates,2024-12-01,-2.7%
Drawbridge Credit Opportunities,2024-07-01,-0.0065
Drawbridge Credit Opportunities,2024-08-01,0.0144
Drawbridge Credit Opportunities,2024-09-01,-0.1051
Drawbridge Credit Opportunities,2024-10-01,-0.1318
Drawbridge Credit Opportunities,2024-11-01,-0.1191
Drawbridge Credit Opportunities,2024-12-01,-0.1144
Xenon Investments,2020-01-01,-0.56%
Xenon Investments,2020-02-01,1.11%
Xenon Investments,2020-03-01,1.89%
Xenon Investments,2020-04-01,1.52%
Xenon Investments,2020-05-01,2.1%
Xenon Investments,2020-06-01,-1.34%
Xenon Investments,2020-07-01,3.3%
Xenon Investments,2020-08-01,0.65%
Xenon Investments,2020-09-01,-5.59%
Xenon Investments,2020-10-01,0.9%
Xenon Investments,2020-11-01,-2.24%
Xenon Investments,2020-12-01,1.19%
Xenon Investments,2021-01-01,3.09%
Xenon Investments,2021-02-01,2.17%
Xenon Investments,2021-03-01,2.76%
Xenon Investments,2021-04-01,3.3%
Xenon Investments,2021-05-01,3.83%
Xenon Investments,2021-06-01,2.03%
Xenon Investments,2021-07-01,2.1%
Xenon Investments,2021-08-01,-1.33%
Xenon Investments,2021-09-01,-8.47%
Xenon Investments,2021-10-01,-10.4%
Xenon Investments,2021-11-01,-7.47%
Xenon Investments,2021-12-01,-13.94%
Xenon Investments,2022-01-01,-1.08%
Xenon Investments,2022-02-01,0.45%
Xenon Investments,2022-03-01,2.68%
Xenon Investments,2022-04-01,-0.66%
Xenon Investments,2022-05-01,1.95%
Xenon Investments,2022-06-01,-1.82%
Xenon Investments,2022-07-01,-0.33%
Xenon Investments,2022-08-01,1.58%
Xenon Investments,2022-09-01,-2.11%
Xenon Investments,2022-10-01,0.42%
Xenon Investments,2022-11-01,-1.82%
Xenon Investments,2022-12-01,5.26%
Xenon Investments,2023-01-01,0.07%
Xenon Investments,2023-02-01,3.53%
Xenon Investments,2023-03-01,-2.69%
Xenon Investments,2023-04-01,-3.32%
Xenon Investments,2023-05-01,-3.8%
Xenon Investments,2023-06-01,-0.4%
Xenon Investments,2023-07-01,2.73%
Xenon Investments,2023-08-01,-0.17%
Xenon Investments,2023-09-01,0.79%
Xenon Investments,2023-10-01,2.4%
Xenon Investments,2023-11-01,2.79%
Xenon Investments,2023-12-01,1.9%
Xenon Investments,2024-01-01,-1.82%
Xenon Investments,2024-02-01,0.33%
Xenon Investments,2024-03-01,1.16%
Xenon Investments,2024-04-01,-2.08%
Xenon Investments,2024-05-01,1.59%
Xenon Investments,2024-06-01,4.62%
Xenon Investments,2024-07-01,-4.58%
Xenon Investments,2024-08-01,-0.72%
Xenon Investments,2024-09-01,1.21%
Xenon Investments,2024-10-01,0.03%
Xenon Investments,2024-11-01,1.09%
Xenon Investments,2024-12-01,1.21%
Pinnacle Associates,2022-01-01,-0.37%
Pinnacle Associates,2022-02-01,-0.41%
Pinnacle Associates,2022-03-01,0.11%
Pinnacle Associates,2022-04-01,0.05%
Pinnacle Associates,2022-05-01,0.19%
Pinnacle Associates,2022-06-01,-0.05%
Pinnacle Associates,2022-07-01,0.27%
Pinnacle Associates,2022-08-01,0.35%
Pinnacle Associates,2022-09-01,-0.41%
Pinnacle Associates,2022-10-01,-0.28%
Pinnacle Associates,2022-11-01,0.45%
Pinnacle Associates,2022-12-01,0.01%
Pinnacle Associates,2023-01-01,-0.02%
Pinnacle Associates,2023-02-01,0.1%
Pinnacle Associates,2023-03-01,0.28%
Pinnacle Associates,2023-04-01,0.18%
Pinnacle Associates,2023-05-01,-0.19%
Pinnacle Associates,2023-06-01,-0.36%
Pinnacle Associates,2023-07-01,0.02%
Pinnacle Associates,2023-08-01,0.42%
Pinnacle Associates,2023-09-01,0.05%
Pinnacle Associates,2023-10-01,0.33%
Pinnacle Associates,2023-11-01,0.41%
Pinnacle Associates,2023-12-01,0.02%
Pinnacle Associates,2024-01-01,0.03%
Pinnacle Associates,2024-02-01,-0.09%
Pinnacle Associates,2024-03-01,0.49%
Pinnacle Associates,2024-04-01,-0.01%
Pinnacle Associates,2024-05-01,-0.27%
Pinnacle Associates,2024-06-01,-0.1%
Pinnacle Associates,2024-07-01,-0.46%
Pinnacle Associates,2024-08-01,-0.06%
Pinnacle Associates,2024-09-01,-0.07%
Pinnacle Associates,2024-10-01,0.09%
Pinnacle Associates,2024-11-01,-0.15%
Pinnacle Associates,2024-12-01,0.28%
Delta Holdings,2023-07-01,6.02%
Delta Holdings,2023-08-01,-5.08%
Delta Holdings,2023-09-01,-11.63%
Delta Holdings,2023-10-01,3.75%
Delta Holdings,2023-11-01,0.47%
Delta Holdings,2023-12-01,13.75%
Delta Holdings,2024-01-01,-10.04%
Delta Holdings,2024-02-01,4.51%
Delta Holdings,2024-03-01,10.26%
Delta Holdings,2024-04-01,-5.11%
Delta Holdings,2024-05-01,5.51%
Delta Holdings,2024-06-01,3.83%
Delta Holdings,2024-07-01,-8.49%
Delta Holdings,2024-08-01,-1.77%
Delta Holdings,2024-09-01,-4.55%
Delta Holdings,2024-10-01,-2.44%
Delta Holdings,2024-11-01,-6.52%
Delta Holdings,2024-12-01,3.53%
Quartz Fund,2022-01-01,-0.0027
Quartz Fund,2022-02-01,0.041
Quartz Fund,2022-03-01,-0.0051
Quartz Fund,2022-04-01,-0.0163
Quartz Fund,2022-05-01,-0.0013
Quartz Fund,2022-06-01,0.0311
Quartz Fund,2022-07-01,0.0221
Quartz Fund,2022-08-01,-0.005
Quartz Fund,2022-09-01,0.0063
Quartz Fund,2022-10-01,-0.0257
Quartz Fund,2022-11-01,-0.0091
Quartz Fund,2022-12-01,0.0267
Quartz Fund,2023-01-01,-0.0181
Quartz Fund,2023-02-01,-0.0173
Quartz Fund,2023-03-01,0.0412
Quartz Fund,2023-04-01,0.0236
Quartz Fund,2023-05-01,0.027
Quartz Fund,2023-06-01,0.0264
Quartz Fund,2023-07-01,-0.0153
Quartz Fund,2023-08-01,0.0271
Quartz Fund,2023-09-01,0.0026
Quartz Fund,2023-10-01,0.054
Quartz Fund,2023-11-01,0.0145
Quartz Fund,2023-12-01,0.0175
Quartz Fund,2024-01-01,-0.0112
Quartz Fund,2024-02-01,0.0246
Quartz Fund,2024-03-01,0.0071
Quartz Fund,2024-04-01,-0.0088
Quartz Fund,2024-05-01,0.0388
Quartz Fund,2024-06-01,-0.0029
Quartz Fund,2024-07-01,0.0236
Quartz Fund,2024-08-01,0.0139
Quartz Fund,2024-09-01,0.0428
Quartz Fund,2024-10-01,0.0168
Quartz Fund,2024-11-01,0.0162
Quartz Fund,2024-12-01,-0.0193
Riverstone Investments,2023-07-01,3.7%
Riverstone Investments,2023-08-01,1.42%
Riverstone Investments,2023-09-01,0.13%
Riverstone Investments,2023-10-01,1.41%
Riverstone Investments,2023-11-01,2.93%
Riverstone Investments,2023-12-01,2.23%
Riverstone Investments,2024-01-01,-5.11%
Riverstone Investments,2024-02-01,-7.68%
Riverstone Investments,2024-03-01,-6.79%
Riverstone Investments,2024-04-01,-4.43%
Riverstone Investments,2024-05-01,4.06%
Riverstone Investments,2024-06-01,1.2%
Riverstone Investments,2024-07-01,-1.86%
Riverstone Investments,2024-08-01,0.78%
Riverstone Investments,2024-09-01,2.5%
Riverstone Investments,2024-10-01,-1.22%
Riverstone Investments,2024-11-01,-1.85%
Riverstone Investments,2024-12-01,1.66%
Orion Associates,2015-01-01,0.28%
Orion Associates,2015-02-01,-0.19%
Orion Associates,2015-03-01,0.1%
Orion Associates,2015-04-01,0.13%
Orion Associates,2015-05-01,0.08%
Orion Associates,2015-06-01,0.04%
Orion Associates,2015-07-01,0.53%
Orion Associates,2015-08-01,-0.13%
Orion Associates,2015-09-01,0.25%
Orion Associates,2015-10-01,0.37%
Orion Associates,2015-11-01,-0.37%
Orion Associates,2015-12-01,-0.08%
Orion Associates,2016-01-01,-0.35%
Orion Associates,2016-02-01,-0.01%
Orion Associates,2016-03-01,0.5%
Orion Associates,2016-04-01,0.28%
Orion Associates,2016-05-01,-0.1%
Orion Associates,2016-06-01,0.48%
Orion Associates,2016-07-01,-0.35%
Orion Associates,2016-08-01,0.17%
Orion Associates,2016-09-01,0.23%
Orion Associates,2016-10-01,-0.1%
Orion Associates,2016-11-01,-0.24%
Orion Associates,2016-12-01,-0.32%
Orion Associates,2017-01-01,-0.28%
Orion Associates,2017-02-01,0.16%
Orion Associates,2017-03-01,-0.29%
Orion Associates,2017-04-01,0.03%
Orion Associates,2017-05-01,0.34%
Orion Associates,2017-06-01,-0.13%
Orion Associates,2017-07-01,0.33%
Orion Associates,2017-08-01,0.17%
Orion Associates,2017-09-01,-0.16%
Orion Associates,2017-10-01,0.37%
Orion Associates,2017-11-01,-0.05%
Orion Associates,2017-12-01,-0.18%
Orion Associates,2018-01-01,-0.45%
Orion Associates,2018-02-01,-0.24%
Orion Associates,2018-03-01,0.08%
Orion Associates,2018-04-01,-0.15%
Orion Associates,2018-05-01,0.16%
Orion Associates,2018-06-01,-0.15%
Orion Associates,2018-07-01,-0.24%
Orion Associates,2018-08-01,0.09%
Orion Associates,2018-09-01,-0.61%
Orion Associates,2018-10-01,-0.04%
Orion Associates,2018-11-01,-0.43%
Orion Associates,2018-12-01,-0.14%
Orion Associates,2019-01-01,0.01%
Orion Associates,2019-02-01,-0.38%
Orion Associates,2019-03-01,-0.1%
Orion Associates,2019-04-01,-0.17%
Orion Associates,2019-05-01,-0.41%
Orion Associates,2019-06-01,0.44%
Orion Associates,2019-07-01,0.15%
Orion Associates,2019-08-01,-0.1%
Orion Associates,2019-09-01,0.01%
Orion Associates,2019-10-01,0.1%
Orion Associates,2019-11-01,-0.09%
Orion Associates,2019-12-01,-0.26%
Orion Associates,2020-01-01,-0.24%
Orion Associates,2020-02-01,0.05%
Orion Associates,2020-03-01,-0.14%
Orion Associates,2020-04-01,0.46%
Orion Associates,2020-05-01,-0.34%
Orion Associates,2020-06-01,0.19%
Orion Associates,2020-07-01,-0.17%
Orion Associates,2020-08-01,0.13%
Orion Associates,2020-09-01,0.42%
Orion Associates,2020-10-01,0.16%
Orion Associates,2020-11-01,-0.05%
Orion Associates,2020-12-01,0.43%
Orion Associates,2021-01-01,0.27%
Orion Associates,2021-02-01,0.01%
Orion Associates,2021-03-01,-0.1%
Orion Associates,2021-04-01,-0.09%
Orion Associates,2021-05-01,0.28%
Orion Associates,2021-06-01,-0.23%
Orion Associates,2021-07-01,0.16%
Orion Associates,2021-08-01,-0.18%
Orion Associates,2021-09-01,-0.07%
Orion Associates,2021-10-01,-0.01%
Orion Associates,2021-11-01,0.03%
Orion Associates,2021-12-01,-0.37%
Orion Associates,2022-01-01,0.68%
Orion Associates,2022-02-01,-0.46%
Orion Associates,2022-03-01,0.26%
Orion Associates,2022-04-01,-0.15%
Orion Associates,2022-05-01,-0.18%
Orion Associates,2022-06-01,-0.18%
Orion Associates,2022-07-01,0.51%
Orion Associates,2022-08-01,-0.4%
Orion Associates,2022-09-01,-0.19%
Orion Associates,2022-10-01,-0.12%
Orion Associates,2022-11-01,0.3%
Orion Associates,2022-12-01,0.36%
Orion Associates,2023-01-01,-0.07%
Orion Associates,2023-02-01,-0.02%
Orion Associates,2023-03-01,-0.19%
Orion Associates,2023-04-01,0.47%
Orion Associates,2023-05-01,-0.36%
Orion Associates,2023-06-01,0.05%
Orion Associates,2023-07-01,0.15%
Orion Associates,2023-08-01,0.07%
Orion Associates,2023-09-01,0.3%
Orion Associates,2023-10-01,-0.01%
Orion Associates,2023-11-01,-0.18%
Orion Associates,2023-12-01,-0.16%
Orion Associates,2024-01-01,-0.1%
Orion Associates,2024-02-01,0.43%
Orion Associates,2024-03-01,-0.18%
Orion Associates,2024-04-01,-0.04%
Orion Associates,2024-05-01,-0.12%
Orion Associates,2024-06-01,0.16%
Orion Associates,2024-07-01,0.22%
Orion Associates,2024-08-01,0.38%
Orion Associates,2024-09-01,0.39%
Orion Associates,2024-10-01,0.31%
Orion Associates,2024-11-01,-0.03%
Orion Associates,2024-12-01,0.11%
Northgate Macro Fund,2024-01-01,11.17%
Northgate Macro Fund,2024-02-01,10.67%
Northgate Macro Fund,2024-03-01,5.07%
Northgate Macro Fund,2024-04-01,-4.54%
Northgate Macro Fund,2024-05-01,-0.87%
Northgate Macro Fund,2024-06-01,0.28%
Northgate Macro Fund,2024-07-01,-0.75%
Northgate Macro Fund,2024-08-01,-0.51%
Northgate Macro Fund,2024-09-01,0.06%
Northgate Macro Fund,2024-10-01,-4.94%
Northgate Macro Fund,2024-11-01,-1.78%
Northgate Macro Fund,2024-12-01,-2.52%
Juniper Investments,2023-01-01,0.0034
Juniper Investments,2023-02-01,-0.0013
Juniper Investments,2023-03-01,-0.0019
Juniper Investments,2023-04-01,-0.0044
Juniper Investments,2023-05-01,-0.0061
Juniper Investments,2023-06-01,0.003
Juniper Investments,2023-07-01,-0.0023
Juniper Investments,2023-08-01,-0.004
Juniper Investments,2023-09-01,0.0012
Juniper Investments,2023-10-01,0.0033
Juniper Investments,2023-11-01,-0.0016
Juniper Investments,2023-12-01,0
Juniper Investments,2024-01-01,-0.0032
Juniper Investments,2024-02-01,-0.0005
Juniper Investments,2024-03-01,-0.0012
Juniper Investments,2024-04-01,-0.0037
Juniper Investments,2024-05-01,0.002
Juniper Investments,2024-06-01,0.0084
Juniper Investments,2024-07-01,-0.0004
Juniper Investments,2024-08-01,0.0027
Juniper Investments,2024-09-01,-0.0041
Juniper Investments,2024-10-01,-0.0011
Juniper Investments,2024-11-01,0.0032
Juniper Investments,2024-12-01,0.0022
Delta Associates,2024-07-01,1.09%
Delta Associates,2024-08-01,2.57%
Delta Associates,2024-09-01,-0.63%
Delta Associates,2024-10-01,-2.07%
Delta Associates,2024-11-01,0.46%
Delta Associates,2024-12-01,1.34%
Yarrow Capital,2024-01-01,-3.85%
Yarrow Capital,2024-02-01,-3.53%
Yarrow Capital,2024-03-01,-3.81%
Yarrow Capital,2024-04-01,3.29%
Yarrow Capital,2024-05-01,-9.5%
Yarrow Capital,2024-06-01,11.61%
Yarrow Capital,2024-07-01,-1.4%
Yarrow Capital,2024-08-01,0.93%
Yarrow Capital,2024-09-01,7.05%
Yarrow Capital,2024-10-01,-5.82%
Yarrow Capital,2024-11-01,-0.54%
Yarrow Capital,2024-12-01,-11.06%
Vantage Associates,2023-01-01,2.04%
Vantage Associates,2023-02-01,1.7%
Vantage Associates,2023-03-01,-0.62%
Vantage Associates,2023-04-01,3.15%
Vantage Associates,2023-05-01,-2.6%
Vantage Associates,2023-06-01,3.75%
Vantage Associates,2023-07-01,0.74%
Vantage Associates,2023-08-01,-1.08%
Vantage Associates,2023-09-01,-11.58%
Vantage Associates,2023-10-01,-2.82%
Vantage Associates,2023-11-01,-7.29%
Vantage Associates,2023-12-01,-10.45%
Vantage Associates,2024-01-01,1.46%
Vantage Associates,2024-02-01,-0.23%
Vantage Associates,2024-03-01,1.89%
Vantage Associates,2024-04-01,1.85%
Vantage Associates,2024-05-01,3.34%
Vantage Associates,2024-06-01,-0.28%
Vantage Associates,2024-07-01,-0.54%
Vantage Associates,2024-08-01,0.95%
Vantage Associates,2024-09-01,-1.46%
Vantage Associates,2024-10-01,1.18%
Vantage Associates,2024-11-01,-0.46%
Vantage Associates,2024-12-01,-1.51%
Harbour Investments,2024-07-01,-0.0034
Harbour Investments,2024-08-01,0.0143
Harbour Investments,2024-09-01,0.0068
Harbour Investments,2024-10-01,-0.0022
Harbour Investments,2024-11-01,0.0056
Harbour Investments,2024-12-01,-0.0122
Xenon Partners,2024-01-01,-0.49%
Xenon Partners,2024-02-01,0.85%
Xenon Partners,2024-03-01,2.26%
Xenon Partners,2024-04-01,0.65%
Xenon Partners,2024-05-01,-3.81%
Xenon Partners,2024-06-01,-8.94%
Xenon Partners,2024-07-01,-11.54%
Xenon Partners,2024-08-01,-10.58%
Xenon Partners,2024-09-01,-0.5%
Xenon Partners,2024-10-01,0.35%
Xenon Partners,2024-11-01,0.79%
Xenon Partners,2024-12-01,2.71%
Ardent Holdings,2020-01-01,-0.12%
Ardent Holdings,2020-02-01,-0.84%
Ardent Holdings,2020-03-01,-0.74%
Ardent Holdings,2020-04-01,0.25%
Ardent Holdings,2020-05-01,2.28%
Ardent Holdings,2020-06-01,-0.79%
Ardent Holdings,2020-07-01,0.71%
Ardent Holdings,2020-08-01,1%
Ardent Holdings,2020-09-01,-1.28%
Ardent Holdings,2020-10-01,-2.14%
Ardent Holdings,2020-11-01,1.22%
Ardent Holdings,2020-12-01,1.41%
Ardent Holdings,2021-01-01,1.28%
Ardent Holdings,2021-02-01,-0.3%
Ardent Holdings,2021-03-01,1.78%
Ardent Holdings,2021-04-01,1.13%
Ardent Holdings,2021-05-01,0.1%
Ardent Holdings,2021-06-01,1.18%
Ardent Holdings,2021-07-01,1.32%
Ardent Holdings,2021-08-01,2.3%
Ardent Holdings,2021-09-01,-0.51%
Ardent Holdings,2021-10-01,1.15%
Ardent Holdings,2021-11-01,2.81%
Ardent Holdings,2021-12-01,3.18%
Ardent Holdings,2022-01-01,0.95%
Ardent Holdings,2022-02-01,0.88%
Ardent Holdings,2022-03-01,-1.83%
Ardent Holdings,2022-04-01,-1.66%
Ardent Holdings,2022-05-01,-2.4%
Ardent Holdings,2022-06-01,0.28%
Ardent Holdings,2022-07-01,0.92%
Ardent Holdings,2022-08-01,-0.2%
Ardent Holdings,2022-09-01,-1.07%
Ardent Holdings,2022-10-01,-1.02%
Ardent Holdings,2022-11-01,-1.02%
Ardent Holdings,2022-12-01,0.33%
Ardent Holdings,2023-01-01,0.52%
Ardent Holdings,2023-02-01,2.27%
Ardent Holdings,2023-03-01,-0.78%
Ardent Holdings,2023-04-01,0.69%
Ardent Holdings,2023-05-01,0.28%
Ardent Holdings,2023-06-01,0.34%
Ardent Holdings,2023-07-01,1.79%
Ardent Holdings,2023-08-01,1.12%
Ardent Holdings,2023-09-01,0.55%
Ardent Holdings,2023-10-01,0.9%
Ardent Holdings,2023-11-01,-1.57%
Ardent Holdings,2023-12-01,0.68%
Ardent Holdings,2024-01-01,1.05%
Ardent Holdings,2024-02-01,-1.25%
Ardent Holdings,2024-03-01,1.64%
Ardent Holdings,2024-04-01,0.24%
Ardent Holdings,2024-05-01,1.15%
Ardent Holdings,2024-06-01,1.59%
Ardent Holdings,2024-07-01,1.64%
Ardent Holdings,2024-08-01,-0.55%
Ardent Holdings,2024-09-01,-2.24%
Ardent Holdings,2024-10-01,0.79%
Ardent Holdings,2024-11-01,1.04%
Ardent Holdings,2024-12-01,2%
Cedar Fund,2024-07-01,-0.48%
Cedar Fund,2024-08-01,-2.01%
Cedar Fund,2024-09-01,-7.17%
Cedar Fund,2024-10-01,-5.63%
Cedar Fund,2024-11-01,-6.81%
Cedar Fund,2024-12-01,-13.54%
Delta Partners,2018-01-01,-0.0013
Delta Partners,2018-02-01,0.0028
Delta Partners,2018-03-01,0.0036
Delta Partners,2018-04-01,-0.0036
Delta Partners,2018-05-01,-0.0013
Delta Partners,2018-06-01,-0.003
Delta Partners,2018-07-01,-0.0025
Delta Partners,2018-08-01,0.0001
Delta Partners,2018-09-01,0.0019
Delta Partners,2018-10-01,0.0028
Delta Partners,2018-11-01,0.0034
Delta Partners,2018-12-01,0.0003
Delta Partners,2019-01-01,-0.0063
Delta Partners,2019-02-01,-0.0027
Delta Partners,2019-03-01,0.0065
Delta Partners,2019-04-01,-0.0002
Delta Partners,2019-05-01,0.0013
Delta Partners,2019-06-01,0.0018
Delta Partners,2019-07-01,0.0034
Delta Partners,2019-08-01,-0.0048
Delta Partners,2019-09-01,0.0044
Delta Partners,2019-10-01,-0.0005
Delta Partners,2019-11-01,-0.0058
Delta Partners,2019-12-01,0.0014
Delta Partners,2020-01-01,-0.0053
Delta Partners,2020-02-01,0.0006
Delta Partners,2020-03-01,0.0037
Delta Partners,2020-04-01,0.0045
Delta Partners,2020-05-01,0.0019
Delta Partners,2020-06-01,-0.0011
Delta Partners,2020-07-01,0.0031
Delta Partners,2020-08-01,0.0001
Delta Partners,2020-09-01,0.0005
Delta Partners,2020-10-01,0.0012
Delta Partners,2020-11-01,-0.0006
Delta Partners,2020-12-01,0.0007
Delta Partners,2021-01-01,0.0013
Delta Partners,2021-02-01,-0.0049
Delta Partners,2021-03-01,-0.006
Delta Partners,2021-04-01,0.0047
Delta Partners,2021-05-01,0.0004
Delta Partners,2021-06-01,-0.0016
Delta Partners,2021-07-01,0.0008
Delta Partners,2021-08-01,0.0061
Delta Partners,2021-09-01,-0.0057
Delta Partners,2021-10-01,-0.0012
Delta Partners,2021-11-01,-0.006
Delta Partners,2021-12-01,0.0012
Delta Partners,2022-01-01,0.0027
Delta Partners,2022-02-01,0.0023
Delta Partners,2022-03-01,-0.0002
Delta Partners,2022-04-01,-0.0051
Delta Partners,2022-05-01,-0.0046
Delta Partners,2022-06-01,0.0012
Delta Partners,2022-07-01,-0.0008
Delta Partners,2022-08-01,-0.0059
Delta Partners,2022-09-01,-0.0003
Delta Partners,2022-10-01,0.0025
Delta Partners,2022-11-01,0.0012
Delta Partners,2022-12-01,0.0032
Delta Partners,2023-01-01,0.0024
Delta Partners,2023-02-01,0.0013
Delta Partners,2023-03-01,-0.0046
Delta Partners,2023-04-01,0.0034
Delta Partners,2023-05-01,-0.0044
Delta Partners,2023-06-01,-0.0003
Delta Partners,2023-07-01,0.0005
Delta Partners,2023-08-01,-0.0017
Delta Partners,2023-09-01,-0.0037
Delta Partners,2023-10-01,0.0071
Delta Partners,2023-11-01,0.0011
Delta Partners,2023-12-01,-0.001
Delta Partners,2024-01-01,-0.0031
Delta Partners,2024-02-01,-0.0036
Delta Partners,2024-03-01,0.0009
Delta Partners,2024-04-01,0.0024
Delta Partners,2024-05-01,0.0004
Delta Partners,2024-06-01,-0.0031
Delta Partners,2024-07-01,0.0005
Delta Partners,2024-08-01,-0.0025
Delta Partners,2024-09-01,-0.0007
Delta Partners,2024-10-01,-0.0014
Delta Partners,2024-11-01,-0.0005
Delta Partners,2024-12-01,-0.0002
Lodestar Group,2020-01-01,-0.16%
Lodestar Group,2020-02-01,-1.31%
Lodestar Group,2020-03-01,2.27%
Lodestar Group,2020-04-01,-0.46%
Lodestar Group,2020-05-01,-1.55%
Lodestar Group,2020-06-01,-2.06%
Lodestar Group,2020-07-01,-0.9%
Lodestar Group,2020-08-01,1.34%
Lodestar Group,2020-09-01,2.12%
Lodestar Group,2020-10-01,-0.36%
Lodestar Group,2020-11-01,-0.74%
Lodestar Group,2020-12-01,1.9%
Lodestar Group,2021-01-01,2.39%
Lodestar Group,2021-02-01,0.11%
Lodestar Group,2021-03-01,0.87%
Lodestar Group,2021-04-01,1.2%
Lodestar Group,2021-05-01,3.02%
Lodestar Group,2021-06-01,0.31%
Lodestar Group,2021-07-01,0.01%
Lodestar Group,2021-08-01,0.84%
Lodestar Group,2021-09-01,3.02%
Lodestar Group,2021-10-01,-0.02%
Lodestar Group,2021-11-01,2.88%
Lodestar Group,2021-12-01,2.58%
Lodestar Group,2022-01-01,4.24%
Lodestar Group,2022-02-01,-1.59%
Lodestar Group,2022-03-01,-1.87%
Lodestar Group,2022-04-01,1.71%
Lodestar Group,2022-05-01,2.43%
Lodestar Group,2022-06-01,0.47%
Lodestar Group,2022-07-01,-1.96%
Lodestar Group,2022-08-01,-1.02%
